"Season","Facility ID","Latitude","Longitude","Street1","Street2","City","State","Postal Code","Country","Type","Facility Name","URL","Phone","Contact","Begin Date","End Date","Begin Time","End Time","Begin DateTime","End DateTime","Recurrence Days","Hours","Eligibility","Cost","Notes","Record ID","Location"
"2019-2020",273,41.924,-87.7472,"4817 W FULLERTON AVE",,"Chicago","IL",60639,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-889-7411","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_273","(41.924, -87.7472)"
"2019-2020",228,41.9547,-87.7476,"4040 N CICERO AVE",,"Chicago","IL",60641,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-283-5321","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,"Call for details.",,"2019-2020_228","(41.9547, -87.7476)"
"2019-2020",256,41.9902,-87.7066,"3019 W PETERSON AVE",,"Chicago","IL",60659,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-728-6254","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_256","(41.9902, -87.7066)"
"2019-2020",233,41.7513,-87.5755,"2015 E 79TH ST",,"Chicago","IL",60649,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-734-2492","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_233","(41.7513, -87.5755)"
"2019-2020",196,41.8029,-87.6068,"5036 S COTTAGE GROVE AVE",,"Chicago","IL",60615,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-373-6266","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_196","(41.8029, -87.6068)"
"2019-2020",223,41.8099,-87.5933,"1320 E 47TH ST",,"Chicago","IL",60653,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-373-6147","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_223","(41.8099, -87.5933)"
"2019-2020",186,41.887,-87.6247,"300 N MICHIGAN AVE",,"Chicago","IL",60601,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-558-9079","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-6:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_186","(41.887, -87.6247)"
"2019-2020",213,41.9378,-87.6495,"3046 N HALSTED ST",,"Chicago","IL",60657,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-325-413","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,"Call for details.",,"2019-2020_213","(41.9378, -87.6495)"
"2019-2020",241,41.7941,-87.7033,"5435 S KEDZIE AVE",,"Chicago","IL",60632,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-436-7396","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_241","(41.7941, -87.7033)"
"2019-2020",191,41.8305,-87.6736,"1926 W 35TH ST",,"Chicago","IL",60609,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-254-5523","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_191","(41.8305, -87.6736)"
"2019-2020",288,41.9108,-87.6467,"711 W NORTH AVE STE 204",,"Chicago","IL",60610,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-944-867","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 10:00 AM-5:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_288","(41.9108, -87.6467)"
"2019-2020",201,41.7925,-87.8011,"7150 W ARCHER AVE",,"Chicago","IL",60638,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-229-1447","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_201","(41.7925, -87.8011)"
"2019-2020",252,41.7365,-87.6634,"8636 S ASHLAND AVE",,"Chicago","IL",60620,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-238-1268","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_252","(41.7365, -87.6634)"
"2019-2020",248,41.8135,-87.7047,"4385 S ARCHER AVE",,"Chicago","IL",60632,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-247-6804","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_248","(41.8135, -87.7047)"
"2019-2020",169,41.9329,-87.6481,"740 W DIVERSEY PKWY",,"Chicago","IL",60614,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-929-1097","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_169","(41.9329, -87.6481)"
"2019-2020",218,41.7208,-87.6635,"1633 W 95TH ST",,"Chicago","IL",60643,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-445-9277","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_218","(41.7208, -87.6635)"
"2019-2020",284,41.682,-87.5383,"11801 S AVENUE O",,"Chicago","IL",60617,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-731-2147","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 10:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_284","(41.682, -87.5383)"
"2019-2020",296,41.9399,-87.6626,"1333 W BELMONT AVE",,"Chicago","IL",60657,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-549-9485","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_296","(41.9399, -87.6626)"
"2019-2020",208,41.7961,-87.7617,"5874 S ARCHER AVE",,"Chicago","IL",60638,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-284-7419","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_208","(41.7961, -87.7617)"
"2019-2020",176,42.018,-87.6907,"7510 N WESTERN AVE",,"Chicago","IL",60645,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-764-1765","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_176","(42.018, -87.6907)"
"2019-2020",229,41.9847,-87.8227,"5753 N CANFIELD AVE",,"Chicago","IL",60631,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-631-2851","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_229","(41.9847, -87.8227)"
"2019-2020",238,41.7068,-87.6207,"10300 S MICHIGAN AVE",,"Chicago","IL",60628,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-468-602","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_238","(41.7068, -87.6207)"
"2019-2020",195,41.7953,-87.629,"5401 S WENTWORTH AVE",,"Chicago","IL",60609,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-268-5664","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_195","(41.7953, -87.629)"
"2019-2020",227,41.9379,-87.7964,"6809 W BELMONT AVE",,"Chicago","IL",60634,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-237-6273","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_227","(41.9379, -87.7964)"
"2019-2020",276,41.9315,-87.727,"3934 W DIVERSEY AVE",,"Chicago","IL",60647,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-283-8150","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_276","(41.9315, -87.727)"
"2019-2020",190,41.996,-87.788,"6310 N NAGLE AVE",,"Chicago","IL",60646,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-774-2225","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,"Call for details.",,"2019-2020_190","(41.996, -87.788)"
"2019-2020",197,41.8911,-87.6177,"342 E ILLINOIS ST",,"Chicago","IL",60611,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-467-485","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_197","(41.8911, -87.6177)"
"2019-2020",207,41.8086,-87.6462,"4700 S HALSTED ST",,"Chicago","IL",60609,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-927-8777","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_207","(41.8086, -87.6462)"
"2019-2020",170,41.9688,-87.6884,"4801 N LINCOLN AVE",,"Chicago","IL",60625,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-561-2526","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_170","(41.9688, -87.6884)"
"2019-2020",175,41.9114,-87.6345,"1601 N WELLS ST",,"Chicago","IL",60614,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-642-4008","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM PM, Sun: 8:00 AM-10:00 PM",,"Call for details.",,"2019-2020_175","(41.9114, -87.6345)"
"2019-2020",289,41.9541,-87.6543,"953 W IRVING PARK RD",,"Chicago","IL",60613,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-935-6414","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_289","(41.9541, -87.6543)"
"2019-2020",222,41.9551,-87.654,"4025 N SHERIDAN RD",,"Chicago","IL",60613,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-528-8314","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-8:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_222","(41.9551, -87.654)"
"2019-2020",257,41.7216,-87.6149,"347 E 95TH ST",,"Chicago","IL",60619,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-568-6457","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-7:00 PM, Sat: 10:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_257","(41.7216, -87.6149)"
"2019-2020",300,41.8797,-87.6246,"122 S MICHIGAN AVE",,"Chicago","IL",60603,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-973-3708","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-7:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_300","(41.8797, -87.6246)"
"2019-2020",202,41.9655,-87.6671,"1500 W WILSON AVE",,"Chicago","IL",60640,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-907-8995","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_202","(41.9655, -87.6671)"
"2019-2020",295,41.9398,-87.6522,"912 W BELMONT AVE",,"Chicago","IL",60657,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-665-8990","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-6:30 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_295","(41.9398, -87.6522)"
"2019-2020",242,41.8079,-87.6847,"4710 S WESTERN AVE",,"Chicago","IL",60609,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-579-366","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-8:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_242","(41.8079, -87.6847)"
"2019-2020",274,41.9685,-87.7288,"4010 W LAWRENCE AVE",,"Chicago","IL",60630,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-286-309","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_274","(41.9685, -87.7288)"
"2019-2020",219,41.8819,-87.6339,"201 W MADISON ST",,"Chicago","IL",60606,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-214-4385","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 6:30 AM-7:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_219","(41.8819, -87.6339)"
"2019-2020",268,41.8856,-87.6308,"191 N CLARK ST",,"Chicago","IL",60601,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-634-152","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 6:30 AM-7:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_268","(41.8856, -87.6308)"
"2019-2020",187,41.9041,-87.6302,"1200 N DEARBORN ST",,"Chicago","IL",60610,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-943-973","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,"Call for details.",,"2019-2020_187","(41.9041, -87.6302)"
"2019-2020",234,41.7786,-87.7027,"6315 S KEDZIE AVE",,"Chicago","IL",60629,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-776-4040","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 8:00 AM-10:00 PM",,"Call for details.",,"2019-2020_234","(41.7786, -87.7027)"
"2019-2020",253,41.8086,-87.6652,"1614 W 47TH ST",,"Chicago","IL",60609,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-247-3051","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_253","(41.8086, -87.6652)"
"2019-2020",285,41.9937,-87.6901,"6140 N WESTERN AVE",,"Chicago","IL",60659,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-764-50","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_285","(41.9937, -87.6901)"
"2019-2020",182,41.9253,-87.6664,"1520 W FULLERTON AVE",,"Chicago","IL",60614,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-929-6968","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_182","(41.9253, -87.6664)"
"2019-2020",198,41.7372,-87.5844,"1616 E 87TH ST",,"Chicago","IL",60617,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-978-7174","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_198","(41.7372, -87.5844)"
"2019-2020",299,41.895,-87.6215,"251 E HURON STREET, SUITE 2B114",,"Chicago","IL",60611,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-951-1084","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-7:30 PM, Sat: 8:00 AM-4:00 PM PM, Sun: 8:00 AM-4:00 PM",,"Call for details.",,"2019-2020_299","(41.895, -87.6215)"
"2019-2020",247,41.8251,-87.6852,"3798 S WESTERN AVE",,"Chicago","IL",60609,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-254-6383","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_247","(41.8251, -87.6852)"
"2019-2020",237,41.9454,-87.7754,"5935 W ADDISON ST",,"Chicago","IL",60634,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-282-1594","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_237","(41.9454, -87.7754)"
"2019-2020",215,41.8814,-87.6854,"2340 W MADISON ST",,"Chicago","IL",60612,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-226-7913","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_215","(41.8814, -87.6854)"
"2019-2020",294,41.9333,-87.645,"2817 N CLARK ST",,"Chicago","IL",60657,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-327-6119","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_294","(41.9333, -87.645)"
"2019-2020",205,41.7791,-87.616,"6330 S KING DR",,"Chicago","IL",60637,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-324-8500","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_205","(41.7791, -87.616)"
"2019-2020",183,41.9071,-87.6725,"1372 N MILWAUKEE AVE",,"Chicago","IL",60622,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-772-941","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_183","(41.9071, -87.6725)"
"2019-2020",230,41.9101,-87.7451,"4748 W NORTH AVE",,"Chicago","IL",60639,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-745-6642","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_230","(41.9101, -87.7451)"
"2019-2020",279,41.911,-87.7261,"1627 N PULASKI RD",,"Chicago","IL",60639,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-772-5432","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_279","(41.911, -87.7261)"
"2019-2020",262,41.6917,-87.701,"3220 W 111TH ST",,"Chicago","IL",60655,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-239-2808","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_262","(41.6917, -87.701)"
"2019-2020",280,41.7987,-87.7431,"5414 S ARCHER AVE",,"Chicago","IL",60638,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-581-1664","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 10:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_280","(41.7987, -87.7431)"
"2019-2020",267,41.9178,-87.6884,"2001 N MILWAUKEE AVE",,"Chicago","IL",60647,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-772-2370","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_267","(41.9178, -87.6884)"
"2019-2020",194,41.8395,-87.6468,"3000 S HALSTED ST",,"Chicago","IL",60608,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-225-537","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_194","(41.8395, -87.6468)"
"2019-2020",166,41.7026,-87.5361,"3611 E 106TH ST",,"Chicago","IL",60617,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-978-1988","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_166","(41.7026, -87.5361)"
